Country,Date,Rating,Review,Version,source
English,04/14/2020,5,"Fantastic app. Brilliant service from day one from the team. My phone broke down and I had to resort to a dumb phone for a while, but managed to make appointments by calling their team. A million times better than having a physical GP. Huge thanks to all involved in developing the app.",4.20.0.37286000,babylong_gp
English,04/14/2020,5,You will never need to register at a local surgery again. Easy to use and get an appointment with a doctor or pharmacist the same day. Would recommend this app to anyone!,4.18.2.36555000,babylong_gp
English,04/13/2020,5,Used once and received outstanding service. Was thorough in questioning my background and symptoms. Very clear on what he thought was wrong and what I should do and provided next steps if things didn't go according to plan. Really set my mind at ease.,4.20.0.37286000,babylong_gp
English,04/13/2020,5,"Very fast and easy to use , within an hour I'd had a consultation, prescribed medication and collected it from local pharmacy.",4.18.2.36555000,babylong_gp
English,04/12/2020,5,Quick easy access to healthcare professionals,4.20.0.37286000,babylong_gp
English,04/12/2020,5,Great service. Really quick easy and helpful.,4.20.0.37286000,babylong_gp
English,04/12/2020,5,"While one might sometimes grumble that the modern world inserts too much distance between you and other people (including service providers), when you're able to have a consultation with a doctor within a quarter of an hour of requesting one on a Sunday morning, you realise digital technology does have its up sides.",4.18.2.36555000,babylong_gp
English,04/12/2020,5,Great first GP consultation. Used app for my young son. A little problem at first trying to register but a quick call to the helpline with no waiting resolved this and had GP consultation just 8 minutes later! Very satisfied this morning.,4.18.2.36555000,babylong_gp
English,04/11/2020,5,"Very good service and available when my own GP isn't, thoroughly recommended when you need to get GP advice",4.20.0.37286000,babylong_gp
English,04/10/2020,5,"Personal doctor in your pocket. No sitting in a waiting room, the advice is great and I'm very happy!",4.20.0.37286000,babylong_gp
English,04/10/2020,5,Super easy to use and great GPs on the end of the phone,4.18.2.36555000,babylong_gp
English,04/09/2020,5,"Excellent app, just need to clarify regarding the delivery of the medication",4.18.2.36555000,babylong_gp
English,04/09/2020,5,Was worried about my sudden feeling of breathlessness. Got an appointment in 20 min and the doctor was amazing.,4.18.2.36555000,babylong_gp
English,04/08/2020,5,Love it get 24/7 access to GP and clinicians,4.18.2.36555000,babylong_gp
English,04/07/2020,5,Very professional and attentive.,4.18.2.36555000,babylong_gp
English,04/07/2020,5,"The new way to see the GP. Forward thinking, fast and effective.",4.18.2.36555000,babylong_gp
English,04/07/2020,5,Excellent app. Especially in the current climate. Extremely glad to have Health Care insurance right now!,4.18.2.36555000,babylong_gp
English,04/06/2020,5,"Excellent service, promt response & Great Doctor, My son was tottally at ease on the Video call.",4.18.2.36555000,babylong_gp
English,04/06/2020,5,"Very good service, quick and efficient.",4.18.2.36555000,babylong_gp
English,04/06/2020,5,"Works well, health advice and NHS gp/clinician access works as it should.",4.18.2.36555000,babylong_gp
English,04/06/2020,5,Very quick to get an appointment and the doctors are kind and informative. They do not rush you. So much better than my current GP where it takes a month to get an appointment,4.18.2.36555000,babylong_gp
English,04/04/2020,1,"Doctors cancel last minute without any explanation. Sometimes they dont even bother cancelling, they just dont call you at all. Very bad service",4.18.2.36555000,babylong_gp
English,04/04/2020,5,Great service for sure. I found the experience to be really easy to use. The symptom checker was fast and gave me options on what to do next. Thats when I decided to book an appointment and by some miracle I was able to have a video chat with a doctor within 15 minutes. She gave me a clear explanation about what I was suffering. With some painkillers now I feel better within 30 minutes - traditionally I would have to waited much longer to get a solution.,4.18.2.36555000,babylong_gp
English,04/03/2020,5,Very easy to set up and straightforward. Available at very short notice.,4.18.2.36555000,babylong_gp
English,04/03/2020,2,"The app itself is generally fine, but there are some usability issues. The main problem is that doctors are frequently late for the appointments. In addition, the video call functionality doesn't work well, even though I'm on a very strong internet connection.",4.18.2.36555000,babylong_gp
English,04/03/2020,1,"This service is close to being a scam. All medication that I required was ""restricted"" so they refused to provide prescriptions, and after downgrading my account I've found out that they immediately remove your premium features regardless of where you cancel in the month period. I'm considering a charge back because this is borderline fraudulent",4.18.2.36555000,babylong_gp
English,04/02/2020,5,"Pleased with this service, quick and easy",4.18.2.36555000,babylong_gp
English,04/02/2020,1,You no longer receive notes on your previous appointments. Not sure how this can be a reliable service without a written record or equivalent of your appointment. Switching back to a traditional GP even though I've received great service here.,4.18.2.36555000,babylong_gp
English,04/02/2020,5,"Fast access to appointments, unlike regular GP service. No need to work through reception team who can often act as barriers to the GP service. Greater sense of control over your own health care management. Really easy to use App with lots of useful information and reminders to ensure you don't miss anything. So far, very impressed.",4.18.2.36555000,babylong_gp
English,04/01/2020,5,Just incredible everytime. Especially in this current crisis,4.18.2.36555000,babylong_gp
English,03/31/2020,5,"Amazing! How it should be, fast appointments, great doctors",4.18.1.36032000,babylong_gp
English,03/29/2020,5,Very quick and good service,4.18.2.36555000,babylong_gp
English,03/29/2020,5,Makes accessing medical care so simple and convinient!,4.18.2.36555000,babylong_gp
English,03/28/2020,1,"Terrible experience, scheduled a GP call and they didn't call, didn't send any notification of delay or cancellation, tried to call the support line instead and couldn't get through to anyone other than a robot",4.18.2.36555000,babylong_gp
English,03/28/2020,1,used this many times with no results. It just tells you to contact the doctor no matter what you say. I realise they cant give you a proper diagnosis buy it gives absolutely no indication of what may be wrong with you. no help at all.,4.18.2.36555000,babylong_gp
English,03/28/2020,5,"Very easy to access, professional and compassionate advice. Can arrange appointments outside of work hours.",4.18.1.36032000,babylong_gp
English,03/27/2020,5,Having the possibility of scheduling an appointment within minutes it's game changing.,4.18.1.36032000,babylong_gp
English,03/26/2020,5,Even before these days of covid19 it was hard enough to get a doctors appointment so this app cuts that out.,4.18.1.36032000,babylong_gp
English,03/26/2020,5,"Easy to use, really helpful and super nice doctors. I booked my appointment for 20 minutes later, I did not have to wait to get an appointment and I could just have my consultation while I was sitting at home. I can only recommend it!",4.18.1.36032000,babylong_gp
English,03/25/2020,1,Great app. Great GPs. Appalling support team.,4.18.1.36032000,babylong_gp
English,03/25/2020,5,App is incredibly easy to use and doctors are incredibly attentive. Couldn't recommend more!,4.18.1.36032000,babylong_gp
English,03/25/2020,4,"The app is pretty easy to use and has a sleek design. I would recommend having sections dedicated to listing all the medication you have been prescribed and all the summaries for your appointments, which you can search through, as I can only find this through notifications . A web app or desktop access would also be helpful.",4.18.1.36032000,babylong_gp
English,03/24/2020,5,First time use. Very good app and service.,4.18.1.36032000,babylong_gp
English,03/24/2020,5,Really handy! Can finally get a GP appointment,4.18.1.36032000,babylong_gp
English,03/24/2020,5,Very useful app- so much quicker compare to standard GP appoitment.,4.18.1.36032000,babylong_gp
English,03/23/2020,5,A seamless and reassuring service,4.18.1.36032000,babylong_gp
English,03/23/2020,5,"Such an amazing service. Can get a same day appointment with a GP or Physiotherapist, which is incredible ❤️",4.18.1.36032000,babylong_gp
English,03/23/2020,5,"Easy and useful, check with your company for of you get it for free",4.18.1.36032000,babylong_gp
English,03/23/2020,5,"Amazing, fast service even in times like these (Coronavirus). Thank you!",4.18.1.36032000,babylong_gp
English,03/23/2020,5,A very good app and the GP At Hand service has been nothing short of stellar every time I used it.,4.18.1.36032000,babylong_gp
English,03/23/2020,5,"Amazing app! Got a prescription for my son's asthma at 10:50pm in the evening, 10mins later he was breathing normally again. Thoroughly recommend this app!",4.18.1.36032000,babylong_gp
English,03/22/2020,5,Always a great and professional experience,4.18.1.36032000,babylong_gp
English,03/21/2020,5,"Always updating and improving. I'm someone who needs to speak to doctors often due to medical conditions and although it can be frustrating to have to explain my medical history every time, the doctors are always understanding, polite and attentive! Would definitely recommend!",4.18.1.36032000,babylong_gp
English,03/20/2020,5,"Efficient, ,easy to use , no nonsense, recomend",4.18.1.36032000,babylong_gp
English,03/19/2020,5,Great app easy to use. Appointments easy to arrange with Doctor and prescription sent to pharmacy. Would recommend and use again.,4.18.0.35225000,babylong_gp
English,03/18/2020,5,Very efficient - precisely as needed.,4.18.0.35225000,babylong_gp
English,03/18/2020,5,Well designed app. Quick service and lovely people!,4.18.0.35225000,babylong_gp
English,03/18/2020,5,"A highly.positive experience after a telephone consultation. The Dr was incredibly well-informed, guided my choices well and supported my issue. Would definitely use this excellent provision again.",4.18.0.35225000,babylong_gp
English,03/18/2020,5,"Super useful app. Offers great service, with quick appointments that suit you. Doctors are brilliant, and if you need any tests, you have a selection of venues to visit.",4.18.0.35225000,babylong_gp
English,03/18/2020,5,Extremely quick and easy to book a virtual appointment. Appointments are available for the same day. GP was really knowledgeable and gave a referral instantly. I saw her notes and referral letter on the app within minutes of ending the call. Would definitely recommend.,4.18.0.35225000,babylong_gp
French,03/18/2020,5,Perfect,4.18.0.35225000,babylong_gp
English,03/17/2020,5,Brilliant. What a relief to speak to pragmatic doctor under current circumstances. And medication on its way direct from pharmacy.,4.18.0.35225000,babylong_gp
English,03/17/2020,5,"Excellent app, well crafted & feature rich. Keep up the great work!",4.18.0.35225000,babylong_gp
English,03/17/2020,5,An essential service to have handy at this day and age. Seamless and reliable for primary consultations.,4.17.0.34424000,babylong_gp
English,03/16/2020,5,Excellent and prompt call service,4.18.0.35225000,babylong_gp
English,03/16/2020,5,"Excellent experience Easy to use, well explained & secure",4.18.0.35225000,babylong_gp
English,03/16/2020,5,Super and easy to access. Video quality and sound is too clear.,4.18.0.35225000,babylong_gp
English,03/16/2020,1,"Got £30 taken from me even if not using the services. Don't put your bank details through, they'll randomly renew your subscription without asking for you confirmation or if you're even using the app. I haven't used this since November and got charged £30 last week and out of nowhere and no answer to my refund claim. A proper scam",4.18.0.35225000,babylong_gp
English,03/15/2020,1,It's so infuriating to use after a couple times. It forces you to pay for appointments after the first couple. Despite me being registered already! How/if it can be switched back to free?,4.18.0.35225000,babylong_gp
English,03/13/2020,5,So convenient and easy to use!!!,4.17.0.34424000,babylong_gp
English,03/13/2020,5,"Easy to get an appointment and friendly, thorough doctors.",4.17.0.34424000,babylong_gp
English,03/13/2020,2,"Edited: dropping to two stars because the app is so frustrating. Requested video consults come through as phone calls, repeat prescription isn't working and the email support response was poor. That said, it's still a better option than my old GP practice. Original: Lots of potential, but still needs work. Still a much better option than my old GP practice.",4.17.0.34424000,babylong_gp
US,06/09/2020,1,"This app WAS great but it has become unusable since the last update. It’s almost impossible to check off even a couple of pills in the reminder section and the pill adherence history got screwed up!
WebMD is aware. I’ve contacted them and they responded, but they’ve done nothing! Unless they fix it, trust me, it’s not worth your time!!!!!",-,webmd_itunes
US,06/08/2020,5,Great information,-,webmd_itunes
US,06/07/2020,1,"Since the last update over a week ago the app has become painfully slow, taking a full ten minutes at least, to check off a few pills as taken.  The screen freezes constantly every time you touch it then you have to wait forever for it to move just a centimeter when sliding left in the pill reminder section or anywhere you tap in the app.  A constant spinning icon in the middle of the screen with every tap.  And now it has started to heat up my phone when I try to marked all pills as taken at one time because it’s so painful to visit the app several times a day.  Time to ditch this app and find another pill tracker.  I emailed support over a week ago and they’re aware of the issue because they responded, but nothing has been done.  It worked fine until the last update.  Now it’s useless to me.  Very slowwwww and buggy.  Time to find a new one.  👎",8.8,webmd_itunes
US,06/05/2020,5,Great Job on Web Deisgn.,8.8,webmd_itunes
US,06/05/2020,5,The symptom checker is awesome!,8.8,webmd_itunes
US,06/03/2020,2,"App has changed for the worse, but it is still not as clumsy as trying to follow pages from the daily emails. That is torture.",8.8,webmd_itunes
US,06/02/2020,4,Freezes a lot here recently.,8.8,webmd_itunes
US,05/31/2020,1,I have been using this app for a long time. Suddenly they made changes that made it harder to use. Then it started not responding like usual. I've written to them with no response. Shame!,8.8,webmd_itunes
US,05/29/2020,1,After the update the program is actually much slower.  Good app but slow.,8.8,webmd_itunes
US,05/29/2020,2,"Since the last update of this app on my iPhone it freezes every time I hit one of the buttons. It takes at least 60 seconds to load between when I press the button on my iPhone screen to win it registers so that I can check  off that I have taken my medication. I know it’s not my phone, because no other app has this problem. Please fix this version. I am going to stop checking in the fact that I have taken my medication but keeping the app so that I have the note to vacations pop-up to remind me to take them. But as of right now, the app is more junk than it is usable",8.8,webmd_itunes
Vietnam,05/27/2020,5,"Worldwide promote your apps and rapidly increase downloads and revenue above 100 times! We are app marketing experts with rich experience, please contact us on Facebook: aso8866 .or Ping me at Skype/WhatsApp: +8615982207105 .Everyone can enjoy 3-day trial now!",-,webmd_itunes
US,05/27/2020,5,"Got up and toe caught on a rug ,  fell forward on my chest with my head turn to the right... neck pain when I turn my head ?  Very slowly to the left only so far?  I feel like I need traction for my next treatment?",8.8,webmd_itunes
US,05/25/2020,5,Easy to use good information you can trust,8.7,webmd_itunes
France,05/20/2020,5,"Worldwide promote your apps and rapidly increase downloads and revenue above 50 times! We are app marketing experts with rich experience, Please contact me at Skype/WhatsApp: 
+8619141990146 .Everyone can enjoy 3-day trial now!",-,webmd_itunes
Australia,05/16/2020,1,"These people have chosen to sell the health information you enter into the app, to a very long list of businesses. They could have chosen a less sinister finance model, but they’re happy claiming ownership of your most personal information and selling it.",-,webmd_itunes
US,05/15/2020,5,"Tee   off at try
M
M

Yesterday t",8.7,webmd_itunes
US,05/14/2020,2,What is this web site. Slow loading. Content poor. Want to go to specific subject.  tough! Too many pop up ads too.,8.7,webmd_itunes
US,05/11/2020,5,Excellent site very informative,8.7,webmd_itunes
US,05/11/2020,3,What ever happened to that virtual body guide that you can select your conditions and it will tell you what it thinks is wrong with you? Please add this feature back to the website and include it in the app thank you.,8.6,webmd_itunes
South Korea,05/11/2020,5,"service, daily installs can reach 3000+. Ping me at Skype: +8618990290838  / Whatsapp:+8618990290838. Every one can get a test promtion for 3 days now!",-,webmd_itunes
India,05/11/2020,5,"service, daily installs can reach 3000+. Ping me at Skype: +8618990290838  / Whatsapp:+8618990290838. Every one can get a test promtion for 3 days now!",-,webmd_itunes
US,05/10/2020,1,Really?!? The only possible solution for a 23 year old male with an upper backache is broken ribs?!  This app is a joke.  Don’t waste your time,8.6,webmd_itunes
US,05/10/2020,5,A great resource! Thanks,8.6,webmd_itunes
Germany,05/09/2020,5,"Worldwide promote your apps and rapidly increase downloads and revenue above 50 times! We are app marketing experts with rich experience, Please contact me at Skype/WhatsApp: 
+8618228157920 .Everyone can enjoy 3-day trial now!",-,webmd_itunes
US,05/08/2020,5,Web MD is an invaluable source for a wide variety of medical information. I turn to it constantly!,8.6,webmd_itunes
US,05/04/2020,1,"It is impossible to change your passcode/password for this app. 
Also the older version(s) of this app were great.",8.6,webmd_itunes
US,05/04/2020,5,Great and trustworthy info,8.6,webmd_itunes
US,05/03/2020,1,"I received an email like I always do. This time it was an article “Things that suppress your immune system.” It lists things that suppress your immune system. One of those things out of 13 was a picture of two men laying together on a bed and it read, 13/13 “No Sex”. Did WebMD tell me that two men who have anal sex, sex in a sewer is good for your immune system? Have they ever heard of HIV/AIDS? The 80’s? Holy Mother of God. Disgusted! I will delete your app forever. I will never look at your site again!",8.6,webmd_itunes
US,04/30/2020,5,"Live this App. Every time I need to look up my symptoms, this gives me a list of possible 
Problems it could be. Also let’s me know if I should see a doctor. Best medical sight I’ve found",8.6,webmd_itunes
US,04/24/2020,5,"The best source for obtaining information on any disease, procedure, surgery, treatment or any thing that’s medically related. It makes you an intelligent and informed patient. I find WEN MD very useful when I visit my doctor to discuss any medical concerns that I may have. The WEBSITE makes you an informed land intelligent patient able to discuss your medical conditions intelligently.",8.6,webmd_itunes
US,04/23/2020,5,Awesome,8.6,webmd_itunes
US,04/21/2020,2,"I used to be able to check my medications on webmd but now I can’t. Do you no longer have this option?

Yerduasnevits",8.6,webmd_itunes
Philippines,04/21/2020,5,My virtual nurse!,-,webmd_itunes
US,04/20/2020,1,Pill ID doesn’t work very well,8.6,webmd_itunes
US,04/20/2020,5,Iam a uncontrolled diabetic and for some reason I often forget to take my morning pill an hour prior to eating or maybe not before lunch time.  So I am greatful to be reminded when I pick up my phone in the morning.,8.6,webmd_itunes
US,04/18/2020,2,I have been using your medication tracking for several years. In recent updates when I log my medications I receive persistent notices to reset my notifications in settings to allow. I have turned them OFF BECAUSE I DONT WANT THE NOTIFICATIONS. NOR DO I WANT NOTICES TO TURN THEM ON. This is EXTREMELY ANNOYING. If you don’t fix this I will find a different app for my purpose.,8.6,webmd_itunes
US,04/15/2020,5,Very helpful,8.6,webmd_itunes
Germany,04/14/2020,5,"Really I need this application specially :
-1-  diagnosis 
2- symptoms 
3-medications and sides effect of medications",-,webmd_itunes
US,04/12/2020,5,"WebMD always provides an accurate, dependable and very informative reference site in both medical & layman language. It is one of the few medical sites in which the general public can be assured they are receiving correct information.",8.5.1,webmd_itunes
US,04/11/2020,3,Where is that interactive body model where you click on the specific part of your body and get diagnostics without trying too hard.... Is this a bug???,8.5.1,webmd_itunes
US,04/08/2020,5,I think this is a Great App.!!!!! It’s right on in giving you information on anything you want to know.,8.5.1,webmd_itunes
US,04/08/2020,5,Always helpful AND reliable!,8.5.1,webmd_itunes
India,04/07/2020,5,"service, daily installs can reach 3000+. Ping me at Skype: +8618990290838  / Whatsapp:+8618990290838. Every one can get a test promtion for 3 days now!",8.5.1,webmd_itunes
US,04/02/2020,5,"Your Doing a Great Job, Keep Up the Great Work.!!! 🎯🎯🎯💯💯💯🙏🏾🙏🏾🙏🏾",8.5.1,webmd_itunes
US,04/01/2020,5,Great for checking on symptoms for anyrhing,8.5.1,webmd_itunes
US,03/29/2020,5,Trump has done a lousy job taking care of the US from this virus. More people have the virus in the US than anywhere in the world.,8.5.1,webmd_itunes
Qatar,03/28/2020,5,Five star,-,webmd_itunes
US,03/27/2020,5,Always accurate information,8.5.1,webmd_itunes
US,03/25/2020,2,Thx,8.5.1,webmd_itunes
US,03/23/2020,3,You guys stay safe!  We will need you for a long time! We need you to keep us healthy so we can get vaccines and for us to get old and grey together.,8.5.1,webmd_itunes
US,03/22/2020,2,Was better before,8.5.1,webmd_itunes
US,03/20/2020,5,I,8.5.1,webmd_itunes
US,03/20/2020,5,"Thanks so very much for Your wonderful Website.  Your information is Always Invaluable.  You are helping Me & so many others keep Healthy & also keeping Our Minds Alert.  Information that I cannot find in other places seems to come in a Timely Manner. From the Bottom of My Heart, Thank You!  God Bless You.",8.5.1,webmd_itunes
US,03/16/2020,5,Essentials WebMD excels in this,8.5,webmd_itunes
US,03/16/2020,5,..to t,8.5,webmd_itunes
English,06/06/2020,3,"So far, good :)",7.9,webmd_gp
English,06/06/2020,4,Very helpful,-,webmd_gp
English,06/05/2020,1,"Garbage, the old WebMD would have a picture of a body and you just click on the part of the body affected, it doesn't have that anymore and it try to diagnose me with something in my stomach when I'm telling them I have back pain",7.8.5,webmd_gp
English,05/28/2020,3,The medication reminders are working any more,7.8.5,webmd_gp
English,05/28/2020,5,Extremely useful information. Helpful as well well,-,webmd_gp
English,05/24/2020,5,Very helpful i take many meds,7.8.5,webmd_gp
English,05/23/2020,4,Helps. Not always consistant though and i wish i could save and label the session so dont have to reenter all symptoms again justbto add 1 or 2 more.,7.8.5,webmd_gp
English,05/23/2020,1,"Says add 1 symptom, I did, does not get past that",-,webmd_gp
English,05/21/2020,4,Good source of information,4.0.1,webmd_gp
English,05/18/2020,3,Symptom checker isn't working anymore.,7.8.5,webmd_gp
English,05/14/2020,1,Unwanted ADS!!!!!,7.8.5,webmd_gp
English,05/09/2020,1,Doesny let put in my age,7.8.4,webmd_gp
English,05/09/2020,5,More than just applications,-,webmd_gp
English,05/08/2020,5,The perfect information source I need for my book project,-,webmd_gp
English,05/02/2020,5,You dont have med iyet sum is ok You quimicos hasiendo lo mejor,7.4,webmd_gp
English,05/01/2020,4,always has the answer to my question and the pill identifier is great and correct ....😊,-,webmd_gp
English,04/29/2020,5,"A year ago I used this app because i felt terrible. It said I had adrenal insufficiency, I went to the doctors and they said it was nothing, that I was extremely healthy.. a week ago I used it because of a stomach bug and when I went to the hospital, this app was correct. They also diagnosed me with adrenal insufficiency, which this app had suggested and my doctors disagreed.. i wish the doctors had listened a year ago and could have prevented those symptoms that made me lose everything",-,webmd_gp
English,04/28/2020,5,"Very accurate suggestions if you can give multiple true symptoms. Then look up each potential suggested diagnosis they will list. Very helpful for me to use. Not just to read something that may confirm what I think I'm having, but can also eliminate the fear of what I think I might have.",7.8.4,webmd_gp
English,04/28/2020,1,Dredful. Wrong diagnosis 3 times. Gave me Drs 5000 miles away or no doctor. Old app was way better,-,webmd_gp
English,04/27/2020,5,Some times it scares the s*** out of me when the results pop up and i end up going to the dr and its something completely different,7.8.4,webmd_gp
English,04/25/2020,5,Completely amazed at the amount of information available! So resourceful!,7.8.4,webmd_gp
English,04/21/2020,5,Eases the mind to be able to read up on medications without having to worry,7.8.4,webmd_gp
English,04/20/2020,5,"I love having this app at my disposal. I dont use it often, fortunately Im pretty educates in medicine, but its great to have an immediate answer, research, education, facts, articles, even someonw live to assiat you! Plus the notifications are great! They constantly keep you in the medical loop with the latest news, explorations, diagnostics, current events with certain crisis' or even tips on how to stay healthier. I wish they had this when I was a child but its here now!",7.8.4,webmd_gp
English,04/18/2020,4,good,7.8.4,webmd_gp
English,04/17/2020,2,"I haven't even really used this app. I downloaded it because of the following claim.• Customization and Saving Functionality – Save your conditions, drugs, doctors, hospitals, pharmacies, and healthy living articles for secure, easy access and reference. I don't see anywhere that I can actually do such a thing.",7.8.4,webmd_gp
English,04/14/2020,1,Unable to set up account due to Parsing error- what is that?,7.8.3,webmd_gp
Arabic,04/13/2020,5,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,6.15.1,webmd_gp
English,04/09/2020,5,Love this app,4.0.1,webmd_gp
English,04/07/2020,4,"WebMD keeps current and gives a lot of good information about health issues. My only complaint is that after changing my password several times, I still get the message that my password and email don't match. Trying to correct this problem wastes my time and really makes me crazy.",6.13.1,webmd_gp
English,04/07/2020,4,This app gives you alot of medical advice that could save you money so you dont have to make a doctors app. It gives you great advice.,-,webmd_gp
English,04/06/2020,4,Very polite and helpful wasn't long before the Doctor was ready see me. On a personal note they talked me something new about my phone,7.8.2,webmd_gp
English,04/05/2020,5,Really helpful and nice daily alerts too if wanted.,7.8.3,webmd_gp
English,04/04/2020,5,Best.,7.8.2,webmd_gp
English,04/03/2020,5,Thanks for this app is very helpful.,7.8.2,webmd_gp
English,04/03/2020,4,Used the app several times for informative content,7.6,webmd_gp
English,03/29/2020,5,Absolutely Wonderful! The Best in My Book..,7.8,webmd_gp
English,03/25/2020,5,Carollynn Joice Porter,-,webmd_gp
English,03/24/2020,1,Unfortunately the articles in this app are very politically tainted. This is a very bad thing for people who want straight answers on the covid-19 issue. Please stick to facts and not opinions from the left wing media!,7.8.2,webmd_gp
English,03/21/2020,5,Great source of information,7.8.2,webmd_gp
English,03/20/2020,4,Very informative health care app,7.8.2,webmd_gp
English,03/20/2020,4,"The Symptoms checker needs a lot of work. I tried different symptoms. All i got was buritis, septicemia, and line sepsis. That got me scared as heck when those illness came up. Glad I tried different symptoms. Nonetheless anything is fine.",7.8.2,webmd_gp
English,03/18/2020,5,Essential to being well informed and proactive in managing your health and well-being.,7.8.1,webmd_gp
English,03/17/2020,1,Too hard to open up. Ridiculous for a so called information site!,7.8.1,webmd_gp
English,03/15/2020,5,Love it,-,webmd_gp
English,06/02/2020,1,Didn't even get to use the app the age for this does not go under the age of 18.,-,symptomate_gp
English,04/24/2020,3,The map given for region not showing names so it is difficult to select your living region and traveling area. Despite of that its very useful and user friendly app,2.1,symptomate_gp
English,04/10/2020,5,That was totally worth ❤️,2.1,symptomate_gp
English,04/01/2020,5,Brillaint app++,2.1,symptomate_gp
Portuguese,03/22/2020,1,Nada ve confunde coisa com coisa ok,2.1,symptomate_gp
